{'CVE-2010-1637'},CVE-2010-1637
{'CVE-2006-4308'},CVE-2006-4308
{'AP_258'},AP_258
{'CWE_249'},CWE_249
{'CVE-2000-0172'},CVE-2000-0172
{'CVE-2004-0537'},CVE-2004-0537
{'det-3-CWE_295'},det-3-CWE_295
{'attack-pattern--c3c8c916-2f3c-4e71-94b2-240bdfc996f0'},attack-pattern--c3c8c916-2f3c-4e71-94b2-240bdfc996f0
{'det-3-CWE_330'},det-3-CWE_330
{'CWE_311'},CWE_311
{'CVE-2004-2351'},CVE-2004-2351
{'det-attack-pattern--ea016b56-ae0e-47fe-967a-cc0ad51af67f'},det-attack-pattern--ea016b56-ae0e-47fe-967a-cc0ad51af67f
{'course-of-action--4a99fecc-680b-448e-8fe7-8144c60d272c'},course-of-action--4a99fecc-680b-448e-8fe7-8144c60d272c
{'M-CWE_594'},M-CWE_594
{'CVE-2007-6652'},CVE-2007-6652
{'CVE-2010-2547'},CVE-2010-2547
{'det-attack-pattern--eb125d40-0b2d-41ac-a71a-3229241c2cd3'},det-attack-pattern--eb125d40-0b2d-41ac-a71a-3229241c2cd3
{'AP_220'},AP_220
{'CVE-2002-0583'},CVE-2002-0583
{'course-of-action--e333cf16-5bfa-453e-8e6a-3a4c63d6bfcc'},course-of-action--e333cf16-5bfa-453e-8e6a-3a4c63d6bfcc
{'det-5-CWE_200'},det-5-CWE_200
{'det-attack-pattern--6d4a7fb3-5a24-42be-ae61-6728a2b581f6'},det-attack-pattern--6d4a7fb3-5a24-42be-ae61-6728a2b581f6
{'course-of-action--3bd2cf87-1ceb-4317-9aee-3e7dc713261b'},course-of-action--3bd2cf87-1ceb-4317-9aee-3e7dc713261b
{'attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1'},attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
{'CVE-2002-2017'},CVE-2002-2017
{'CWE_1021'},CWE_1021
{'M-CWE_211'},M-CWE_211
{'attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5'},attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
{'CWE_190'},CWE_190
{'CVE-2005-0893'},CVE-2005-0893
{'CWE_1076'},CWE_1076
{'attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945'},attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945
{'CVE-2008-3464'},CVE-2008-3464
{'AP_460'},AP_460
{'CVE-2005-0622'},CVE-2005-0622
{'CWE_345'},CWE_345
{'attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4'},attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4
{'attack-pattern--22905430-4901-4c2a-84f6-98243cb173f8'},attack-pattern--22905430-4901-4c2a-84f6-98243cb173f8
{'det-attack-pattern--5b0ad6f8-6a16-4966-a4ef-d09ea6e2a9f5'},det-attack-pattern--5b0ad6f8-6a16-4966-a4ef-d09ea6e2a9f5
{'attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b'},attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
{'AP_624'},AP_624
{'intrusion-set--7a0d4c09-dfe7-4fa2-965a-1a0e42fedd70'},intrusion-set--7a0d4c09-dfe7-4fa2-965a-1a0e42fedd70
{'CWE_595'},CWE_595
{'CWE_90'},CWE_90
{'CVE-2001-1585'},CVE-2001-1585
{'AP_257'},AP_257
{'CVE-2006-4692'},CVE-2006-4692
{'GCP'},GCP
{'CWE_1099'},CWE_1099
{'CVE-1999-0073'},CVE-1999-0073
{'attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b'},attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b
{'malware--049ff071-0b3c-4712-95d2-d21c6aa54501'},malware--049ff071-0b3c-4712-95d2-d21c6aa54501
{'CVE-2003-0768'},CVE-2003-0768
{'CWE_1082'},CWE_1082
{'CWE_558'},CWE_558
{'det-4-CWE_134'},det-4-CWE_134
{'CVE-2004-0280'},CVE-2004-0280
{'attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69'},attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
{'WannaCry_T1573_002'},WannaCry_T1573_002
{'CWE_698'},CWE_698
{'det-attack-pattern--09cd431f-eaf4-4d2a-acaf-2a7acfe7ed58'},det-attack-pattern--09cd431f-eaf4-4d2a-acaf-2a7acfe7ed58
{'CWE_290'},CWE_290
{'det-1-CWE_733'},det-1-CWE_733
{'AP_616'},AP_616
{'CWE_764'},CWE_764
{'det-attack-pattern--cc7b8c4e-9be0-47ca-b0bb-83915ec3ee2f'},det-attack-pattern--cc7b8c4e-9be0-47ca-b0bb-83915ec3ee2f
{'malware--5e595477-2e78-4ce7-ae42-e0b059b17808'},malware--5e595477-2e78-4ce7-ae42-e0b059b17808
{'AP_191'},AP_191
{'M-CWE_484'},M-CWE_484
{'course-of-action--6e7db820-9735-4545-bc64-039bc4ce354b'},course-of-action--6e7db820-9735-4545-bc64-039bc4ce354b
{'CVE-1999-1379'},CVE-1999-1379
{'malware--cf8df906-179c-4a78-bd6e-6605e30f6624'},malware--cf8df906-179c-4a78-bd6e-6605e30f6624
{'det-attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53'},det-attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53
{'attack-pattern--f005e783-57d4-4837-88ad-dbe7faee1c51'},attack-pattern--f005e783-57d4-4837-88ad-dbe7faee1c51
{'CVE-2008-1810'},CVE-2008-1810
{'CVE-2006-5158'},CVE-2006-5158
{'course-of-action--80c91478-ac87-434f-bee7-11f37aec4d74'},course-of-action--80c91478-ac87-434f-bee7-11f37aec4d74
{'CVE-2008-2790'},CVE-2008-2790
{'CVE-2006-2878'},CVE-2006-2878
{'M-CWE_539'},M-CWE_539
{'CVE-2002-1771'},CVE-2002-1771
{'tool--102c3898-85e0-43ee-ae28-62a0a3ed9507'},tool--102c3898-85e0-43ee-ae28-62a0a3ed9507
{'M-CWE_483'},M-CWE_483
{'det-AP_7'},det-AP_7
{'AP_183'},AP_183
{'AP_206'},AP_206
{'det-attack-pattern--a750a9f6-0bde-4bb3-9aae-1e2786e9780c'},det-attack-pattern--a750a9f6-0bde-4bb3-9aae-1e2786e9780c
{'det-4-CWE_295'},det-4-CWE_295
{'M-CWE_98'},M-CWE_98
{'course-of-action--c88151a5-fe3f-4773-8147-d801587065a4'},course-of-action--c88151a5-fe3f-4773-8147-d801587065a4
{'attack-pattern--b53dbcc6-147d-48bb-9df4-bcb8bb808ff6'},attack-pattern--b53dbcc6-147d-48bb-9df4-bcb8bb808ff6
{'malware--a5575606-9b85-4e3d-9cd2-40ef30e3672d'},malware--a5575606-9b85-4e3d-9cd2-40ef30e3672d
{'CVE-2001-0778'},CVE-2001-0778
{'CVE-2006-3741'},CVE-2006-3741
{'attack-pattern--70d81154-b187-45f9-8ec5-295d01255979'},attack-pattern--70d81154-b187-45f9-8ec5-295d01255979
{'course-of-action--7aee8ea0-0baa-4232-b379-5d9ce98352cf'},course-of-action--7aee8ea0-0baa-4232-b379-5d9ce98352cf
{'AP_227'},AP_227
{'det-AP_45'},det-AP_45
{'malware--de6cb631-52f6-4169-a73b-7965390b0c30'},malware--de6cb631-52f6-4169-a73b-7965390b0c30
{'AP_646'},AP_646
{'CVE-2011-4962'},CVE-2011-4962
{'CVE-2005-2061'},CVE-2005-2061
{'CVE-2004-0243'},CVE-2004-0243
{'CVE-2007-3730'},CVE-2007-3730
{'attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36'},attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36
{'course-of-action--d2dce10b-3562-4d61-b2f5-7c6384b038e2'},course-of-action--d2dce10b-3562-4d61-b2f5-7c6384b038e2
{'attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc'},attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc
{'det-AP_98'},det-AP_98
{'attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475'},attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475
{'CVE-1999-0426'},CVE-1999-0426
{'course-of-action--02f0f92a-0a51-4c94-9bda-6437b9a93f22'},course-of-action--02f0f92a-0a51-4c94-9bda-6437b9a93f22
{'CWE_351'},CWE_351
{'PHP'},PHP
{'M-CWE_215'},M-CWE_215
{'CVE-2008-1319'},CVE-2008-1319
{'det-attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69'},det-attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
{'CWE_648'},CWE_648
{'CVE-2004-0174'},CVE-2004-0174
{'AP_466'},AP_466
{'course-of-action--bd2554b8-634f-4434-a986-9b49c29da2ae'},course-of-action--bd2554b8-634f-4434-a986-9b49c29da2ae
{'malware--7bef1b56-4870-4e74-b32a-7dd88c390c44'},malware--7bef1b56-4870-4e74-b32a-7dd88c390c44
{'malware--f6d1d2cb-12f5-4221-9636-44606ea1f3f8'},malware--f6d1d2cb-12f5-4221-9636-44606ea1f3f8
{'CVE-2004-1101'},CVE-2004-1101
{'AP_59'},AP_59
{'CVE-2008-5784'},CVE-2008-5784
{'malware--0db09158-6e48-4e7c-8ce7-2b10b9c0c039'},malware--0db09158-6e48-4e7c-8ce7-2b10b9c0c039
{'attack-pattern--ed2e45f9-d338-4eb2-8ce5-3a2e03323bc1'},attack-pattern--ed2e45f9-d338-4eb2-8ce5-3a2e03323bc1
{'CVE-2008-3831'},CVE-2008-3831
{'course-of-action--06160d81-62be-46e5-aa37-4b9c645ffa31'},course-of-action--06160d81-62be-46e5-aa37-4b9c645ffa31
{'attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b'},attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b
{'CWE_638'},CWE_638
{'tool--5a33468d-844d-4b1f-98c9-0e786c556b27'},tool--5a33468d-844d-4b1f-98c9-0e786c556b27
{'det-3-CWE_134'},det-3-CWE_134
{'det-3-CWE_732'},det-3-CWE_732
{'det-attack-pattern--43ba2b05-cf72-4b6c-8243-03a4aba41ee0'},det-attack-pattern--43ba2b05-cf72-4b6c-8243-03a4aba41ee0
{'det-attack-pattern--389735f1-f21c-4208-b8f0-f8031e7169b8'},det-attack-pattern--389735f1-f21c-4208-b8f0-f8031e7169b8
{'M-CWE_759'},M-CWE_759
{'attack-pattern--b8c5c9dd-a662-479d-9428-ae745872537c'},attack-pattern--b8c5c9dd-a662-479d-9428-ae745872537c
{'M-CWE_395'},M-CWE_395
{'intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446'},intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446
{'malware--7343e208-7cab-45f2-a47b-41ba5e2f0fab'},malware--7343e208-7cab-45f2-a47b-41ba5e2f0fab
{'malware--5be33fef-39c0-4532-84ee-bea31e1b5324'},malware--5be33fef-39c0-4532-84ee-bea31e1b5324
{'det-1-CWE_98'},det-1-CWE_98
{'CWE_460'},CWE_460
{'course-of-action--56db6ccc-433d-4411-8383-c3fd7053e2c8'},course-of-action--56db6ccc-433d-4411-8383-c3fd7053e2c8
{'AP_170'},AP_170
{'CVE-2008-0062'},CVE-2008-0062
{'malware--e811ff6a-4cef-4856-a6ae-a7daf9ed39ae'},malware--e811ff6a-4cef-4856-a6ae-a7daf9ed39ae
{'CVE-2008-0294'},CVE-2008-0294
{'CWE_382'},CWE_382
{'malware--73a4793a-ce55-4159-b2a6-208ef29b326f'},malware--73a4793a-ce55-4159-b2a6-208ef29b326f
{'det-attack-pattern--f2877f7f-9a4c-4251-879f-1224e3006bee'},det-attack-pattern--f2877f7f-9a4c-4251-879f-1224e3006bee
{'course-of-action--16a8ac85-a06f-460f-ad22-910167bd7332'},course-of-action--16a8ac85-a06f-460f-ad22-910167bd7332
{'AP_104'},AP_104
{'CVE-2008-1052'},CVE-2008-1052
{'det-attack-pattern--70d81154-b187-45f9-8ec5-295d01255979'},det-attack-pattern--70d81154-b187-45f9-8ec5-295d01255979
{'attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d'},attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d
{'CVE-2007-2723'},CVE-2007-2723
{'CVE-2004-0642'},CVE-2004-0642
{'CWE_239'},CWE_239
{'CVE-2017-9615'},CVE-2017-9615
{'det-attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e'},det-attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e
{'CVE-2004-2488'},CVE-2004-2488
{'attack-pattern--f7c0689c-4dbd-489b-81be-7cb7c7079ade'},attack-pattern--f7c0689c-4dbd-489b-81be-7cb7c7079ade
{'CWE_165'},CWE_165
{'CWE_706'},CWE_706
{'CWE_117'},CWE_117
{'AP_422'},AP_422
{'AP_332'},AP_332
{'CVE-2008-6291'},CVE-2008-6291
{'course-of-action--77fd4d73-6b79-4593-82e7-e4a439cc7604'},course-of-action--77fd4d73-6b79-4593-82e7-e4a439cc7604
{'MIT-41'},MIT-41
{'CWE_463'},CWE_463
{'malware--7451bcf9-e6e6-4a70-bc3d-1599173d0035'},malware--7451bcf9-e6e6-4a70-bc3d-1599173d0035
{'AP_52'},AP_52
{'CVE-2012-0867'},CVE-2012-0867
{'attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161'},attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
{'intrusion-set--7636484c-adc5-45d4-9bfe-c3e062fbc4a0'},intrusion-set--7636484c-adc5-45d4-9bfe-c3e062fbc4a0
{'det-0-CWE_209'},det-0-CWE_209
{'CVE-2002-1527'},CVE-2002-1527
{'CVE-2010-3716'},CVE-2010-3716
{'CVE-2004-0230'},CVE-2004-0230
{'attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2'},attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2
{'det-0-CWE_98'},det-0-CWE_98
{'AP_221'},AP_221
{'det-attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4'},det-attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4
{'malware--6b616fc1-1505-48e3-8b2c-0d19337bff38'},malware--6b616fc1-1505-48e3-8b2c-0d19337bff38
{'AP_48'},AP_48
{'malware--f2e8c7a1-cae1-45c4-baf0-6f21bdcbb2c2'},malware--f2e8c7a1-cae1-45c4-baf0-6f21bdcbb2c2
{'intrusion-set--b74f909f-8e52-4b69-b770-162bf59a1b4e'},intrusion-set--b74f909f-8e52-4b69-b770-162bf59a1b4e
{'M-CWE_306'},M-CWE_306
{'malware--691c60e2-273d-4d56-9ce6-b67e0f8719ad'},malware--691c60e2-273d-4d56-9ce6-b67e0f8719ad
{'CVE-2008-2785'},CVE-2008-2785
{'CVE-2005-3327'},CVE-2005-3327
{'CVE-2002-1337'},CVE-2002-1337
{'det-0-CWE_514'},det-0-CWE_514
{'CWE_275'},CWE_275
{'CWE_280'},CWE_280
{'CVE-2002-2040'},CVE-2002-2040
{'CWE_153'},CWE_153
{'AP_66'},AP_66
{'CWE_444'},CWE_444
{'course-of-action--23061b40-a7b6-454f-8950-95d5ff80331c'},course-of-action--23061b40-a7b6-454f-8950-95d5ff80331c
{'CVE-2000-0335'},CVE-2000-0335
{'det-0-CWE_561'},det-0-CWE_561
{'attack-pattern--06780952-177c-4247-b978-79c357fb311f'},attack-pattern--06780952-177c-4247-b978-79c357fb311f
{'det-5-CWE_352'},det-5-CWE_352
{'CVE-2006-6510'},CVE-2006-6510
{'M-CWE_489'},M-CWE_489
{'malware--a5528622-3a8a-4633-86ce-8cdaf8423858'},malware--a5528622-3a8a-4633-86ce-8cdaf8423858
{'M-CWE_682'},M-CWE_682
{'M-CWE_327'},M-CWE_327
{'det-attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada'},det-attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada
{'M-CWE_206'},M-CWE_206
{'malware--b7e9880a-7a7c-4162-bddb-e28e8ef2bf1f'},malware--b7e9880a-7a7c-4162-bddb-e28e8ef2bf1f
{'CVE-2014-2508'},CVE-2014-2508
{'AP_178'},AP_178
{'CVE-2004-0079'},CVE-2004-0079
{'course-of-action--41cff8e9-fd05-408e-b3d5-d98c54c20bcf'},course-of-action--41cff8e9-fd05-408e-b3d5-d98c54c20bcf
{'CWE_1056'},CWE_1056
{'CVE-2003-1136'},CVE-2003-1136
{'CVE-2006-3379'},CVE-2006-3379
{'CVE-2004-1451'},CVE-2004-1451
{'CVE-2000-1133'},CVE-2000-1133
{'CWE_665'},CWE_665
{'course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157'},course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157
{'attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5'},attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5
{'M-CWE_784'},M-CWE_784
{'CVE-2008-5764'},CVE-2008-5764
{'CVE-2002-0946'},CVE-2002-0946
{'CVE-2001-0492'},CVE-2001-0492
{'CVE-2011-0651'},CVE-2011-0651
{'AP_82'},AP_82
{'det-2-CWE_129'},det-2-CWE_129
{'CWE_245'},CWE_245
{'CVE-2009-2523'},CVE-2009-2523
{'CVE-2000-0320'},CVE-2000-0320
{'AP_175'},AP_175
{'CVE-2002-216'},CVE-2002-216
{'M-CWE_166'},M-CWE_166
{'course-of-action--d0415180-51e9-40ce-b57c-c332b0b441f2'},course-of-action--d0415180-51e9-40ce-b57c-c332b0b441f2
{'CVE-2001-0004'},CVE-2001-0004
{'CVE-2004-0114'},CVE-2004-0114
{'attack-pattern--fc742192-19e3-466c-9eb5-964a97b29490'},attack-pattern--fc742192-19e3-466c-9eb5-964a97b29490
{'CVE-2007-5655'},CVE-2007-5655
{'det-0-CWE_690'},det-0-CWE_690
{'det-attack-pattern--ed7efd4d-ce28-4a19-a8e6-c58011eb2c7a'},det-attack-pattern--ed7efd4d-ce28-4a19-a8e6-c58011eb2c7a
{'AP_479'},AP_479
{'CVE-2005-3180'},CVE-2005-3180
{'CVE-2004-1002'},CVE-2004-1002
{'CVE-2009-2382'},CVE-2009-2382
{'M-CWE_413'},M-CWE_413
{'M-CWE_636'},M-CWE_636
{'malware--705f0783-5f7d-4491-b6b7-9628e6e006d2'},malware--705f0783-5f7d-4491-b6b7-9628e6e006d2
{'malware--5719af9d-6b16-46f9-9b28-fb019541ddbb'},malware--5719af9d-6b16-46f9-9b28-fb019541ddbb
{'attack-pattern--02fefddc-fb1b-423f-a76b-7552dd211d4d'},attack-pattern--02fefddc-fb1b-423f-a76b-7552dd211d4d
{'CWE_721'},CWE_721
{'CVE-2000-0506'},CVE-2000-0506
{'CVE-2004-0235'},CVE-2004-0235
{'det-attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9'},det-attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9
{'CWE_684'},CWE_684
{'AP_544'},AP_544
{'CVE-2001-0905'},CVE-2001-0905
{'det-AP_70'},det-AP_70
{'malware--b9799466-9dd7-4098-b2d6-f999ce50b9a8'},malware--b9799466-9dd7-4098-b2d6-f999ce50b9a8
{'course-of-action--bcc91b8c-f104-4710-964e-1d5409666736'},course-of-action--bcc91b8c-f104-4710-964e-1d5409666736
{'CWE_1164'},CWE_1164
{'CWE_779'},CWE_779
{'CVE-2009-1603'},CVE-2009-1603
{'attack-pattern--68c96494-1a50-403e-8844-69a6af278c68'},attack-pattern--68c96494-1a50-403e-8844-69a6af278c68
{'det-attack-pattern--51ea26b1-ff1e-4faa-b1a0-1114cd298c87'},det-attack-pattern--51ea26b1-ff1e-4faa-b1a0-1114cd298c87
{'CWE_386'},CWE_386
{'CWE_332'},CWE_332
{'malware--463f68f1-5cde-4dc2-a831-68b73488f8f4'},malware--463f68f1-5cde-4dc2-a831-68b73488f8f4
{'intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192'},intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192
{'AP_194'},AP_194
{'M-CWE_655'},M-CWE_655
{'CVE-2002-1818'},CVE-2002-1818
{'det-attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba'},det-attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
{'CVE-2001-0493'},CVE-2001-0493
{'attack-pattern--8c41090b-aa47-4331-986b-8c9a51a91103'},attack-pattern--8c41090b-aa47-4331-986b-8c9a51a91103
{'det-attack-pattern--f303a39a-6255-4b89-aecc-18c4d8ca7163'},det-attack-pattern--f303a39a-6255-4b89-aecc-18c4d8ca7163
{'attack-pattern--1f47e2fd-fa77-4f2f-88ee-e85df308f125'},attack-pattern--1f47e2fd-fa77-4f2f-88ee-e85df308f125
{'CWE_798'},CWE_798
{'CWE_276'},CWE_276
{'malware--56e6b6c2-e573-4969-8bab-783205cebbbf'},malware--56e6b6c2-e573-4969-8bab-783205cebbbf
{'CVE-2002-1796'},CVE-2002-1796
{'CVE-2010-1573'},CVE-2010-1573
{'det-attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab'},det-attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab
{'det-3-CWE_66'},det-3-CWE_66
{'CVE-2001-0446'},CVE-2001-0446
{'M-CWE_404'},M-CWE_404
{'AP_574'},AP_574
{'intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064'},intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064
{'CWE_608'},CWE_608
{'MIT-3'},MIT-3
{'det-6-CWE_601'},det-6-CWE_601
{'Azure'},Azure
{'M-CWE_549'},M-CWE_549
{'CWE_422'},CWE_422
{'det-0-CWE_78'},det-0-CWE_78
{'M-CWE_583'},M-CWE_583
{'AP_644'},AP_644
{'CVE-2005-1894'},CVE-2005-1894
{'CVE-2002-1646'},CVE-2002-1646
{'CWE_365'},CWE_365
{'det-3-CWE_327'},det-3-CWE_327
{'CVE-2005-1141'},CVE-2005-1141
{'CVE-2001-0872'},CVE-2001-0872
{'course-of-action--1e614ba5-2fc5-4464-b512-2ceafb14d76d'},course-of-action--1e614ba5-2fc5-4464-b512-2ceafb14d76d
{'attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004'},attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004
{'AP_438'},AP_438
{'attack-pattern--b9f5dbe2-4c55-4fc5-af2e-d42c1d182ec4'},attack-pattern--b9f5dbe2-4c55-4fc5-af2e-d42c1d182ec4
{'M-CWE_164'},M-CWE_164
{'CVE-2007-6180'},CVE-2007-6180
{'attack-pattern--0af0ca99-357d-4ba1-805f-674fdfb7bef9'},attack-pattern--0af0ca99-357d-4ba1-805f-674fdfb7bef9
{'CVE-2007-5544'},CVE-2007-5544
"{'CVE-2002-1986,'}","CVE-2002-1986,"
{'attack-pattern--0708ae90-d0eb-4938-9a76-d0fc94f6eec1'},attack-pattern--0708ae90-d0eb-4938-9a76-d0fc94f6eec1
{'M-CWE_156'},M-CWE_156
{'det-2-CWE_59'},det-2-CWE_59
{'CVE-2006-2428'},CVE-2006-2428
{'CWE_33'},CWE_33
{'M-CWE_75'},M-CWE_75
{'course-of-action--94e95eeb-7cdb-4bd7-afba-f32fda303dbb'},course-of-action--94e95eeb-7cdb-4bd7-afba-f32fda303dbb
{'CVE-2002-2094'},CVE-2002-2094
{'AP_593'},AP_593
{'M-CWE_500'},M-CWE_500
{'det-7-CWE_327'},det-7-CWE_327
{'CVE-2001-1072'},CVE-2001-1072
{'attack-pattern--16ab6452-c3c1-497c-a47d-206018ca1ada'},attack-pattern--16ab6452-c3c1-497c-a47d-206018ca1ada
{'CVE-2003-0195'},CVE-2003-0195
{'CVE-2005-2029'},CVE-2005-2029
{'CWE_494'},CWE_494
{'det-attack-pattern--36b2a1d7-e09e-49bf-b45e-477076c2ec01'},det-attack-pattern--36b2a1d7-e09e-49bf-b45e-477076c2ec01
{'CVE-2008-3812'},CVE-2008-3812
{'CVE-2001-0667'},CVE-2001-0667
{'CVE-2002-2058'},CVE-2002-2058
{'malware--24b4ce59-eaac-4c8b-8634-9b093b7ccd92'},malware--24b4ce59-eaac-4c8b-8634-9b093b7ccd92
{'CVE-2004-2260'},CVE-2004-2260
{'AP_41'},AP_41
{'det-0-CWE_798'},det-0-CWE_798
{'JavaScript'},JavaScript
{'M-CWE_341'},M-CWE_341
{'intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80'},intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80
{'CVE-2004-2061'},CVE-2004-2061
{'CWE_512'},CWE_512
{'CVE-2001-1565'},CVE-2001-1565
{'AP_101'},AP_101
{'det-3-CWE_200'},det-3-CWE_200
{'AP_189'},AP_189
{'course-of-action--902286b2-96cc-4dd7-931f-e7340c9961da'},course-of-action--902286b2-96cc-4dd7-931f-e7340c9961da
{'attack-pattern--10ffac09-e42d-4f56-ab20-db94c67d76ff'},attack-pattern--10ffac09-e42d-4f56-ab20-db94c67d76ff
{'det-2-CWE_862'},det-2-CWE_862
{'AP_399'},AP_399
{'CVE-2002-0934'},CVE-2002-0934
{'attack-pattern--deb98323-e13f-4b0c-8d94-175379069062'},attack-pattern--deb98323-e13f-4b0c-8d94-175379069062
{'det-7-CWE_863'},det-7-CWE_863
{'CVE-2009-2874'},CVE-2009-2874
{'CWE_91'},CWE_91
{'intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542'},intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542
{'malware--bdb27a1d-1844-42f1-a0c0-826027ae0326'},malware--bdb27a1d-1844-42f1-a0c0-826027ae0326
{'AP_472'},AP_472
{'tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db'},tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db
{'CVE-2002-0938'},CVE-2002-0938
{'CWE_530'},CWE_530
{'AP_160'},AP_160
{'attack-pattern--0a5231ec-41af-4a35-83d0-6bdf11f28c65'},attack-pattern--0a5231ec-41af-4a35-83d0-6bdf11f28c65
{'CVE-2004-1461'},CVE-2004-1461
{'det-attack-pattern--564998d8-ab3e-4123-93fb-eccaa6b9714a'},det-attack-pattern--564998d8-ab3e-4123-93fb-eccaa6b9714a
{'det-AP_79'},det-AP_79
{'CVE-2002-0401'},CVE-2002-0401
{'course-of-action--d0fcf37a-b6c4-4745-9c43-4fcdb8bfc88e'},course-of-action--d0fcf37a-b6c4-4745-9c43-4fcdb8bfc88e
{'AP_484'},AP_484
{'malware--326af1cd-78e7-45b7-a326-125d2f7ef8f2'},malware--326af1cd-78e7-45b7-a326-125d2f7ef8f2
{'det-3-CWE_703'},det-3-CWE_703
{'CVE-2008-5080'},CVE-2008-5080
{'det-attack-pattern--9e8b28c9-35fe-48ac-a14d-e6cc032dcbcd'},det-attack-pattern--9e8b28c9-35fe-48ac-a14d-e6cc032dcbcd
{'malware--2eb9b131-d333-4a48-9eb4-d8dec46c19ee'},malware--2eb9b131-d333-4a48-9eb4-d8dec46c19ee
{'AP_260'},AP_260
{'det-0-CWE_59'},det-0-CWE_59
{'MIT-25'},MIT-25
{'det-attack-pattern--0af0ca99-357d-4ba1-805f-674fdfb7bef9'},det-attack-pattern--0af0ca99-357d-4ba1-805f-674fdfb7bef9
{'malware--fde50aaa-f5de-4cb8-989a-babb57d6a704'},malware--fde50aaa-f5de-4cb8-989a-babb57d6a704
{'malware--ccd61dfc-b03f-4689-8c18-7c97eab08472'},malware--ccd61dfc-b03f-4689-8c18-7c97eab08472
{'attack-pattern--2e0dd10b-676d-4964-acd0-8a404c92b044'},attack-pattern--2e0dd10b-676d-4964-acd0-8a404c92b044
{'malware--495b6cdb-7b5a-4fbc-8d33-e7ef68806d08'},malware--495b6cdb-7b5a-4fbc-8d33-e7ef68806d08
{'det-5-CWE_285'},det-5-CWE_285
